ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
952,18-24,F,"Some college or university, no certificate or degree",USA,White,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,CL3,CL3,CL0,CL0,CL4,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
953,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.7654,CL5,CL5,CL0,CL3,CL5,CL6,CL4,CL3,CL0,CL5,CL0,CL3,CL3,CL5,CL3,CL3,CL6,CL0,CL0
954,25-34,F,University degree,UK,White,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL2
955,18-24,M,"Some college or university, no certificate or degree",Other,White,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,CL0,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0
956,18-24,M,Professional certificate/ diploma,USA,White,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,CL4,CL5,CL2,CL4,CL5,CL6,CL5,CL4,CL2,CL3,CL4,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
957,45-54,M,University degree,USA,White,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,CL5,CL6,CL1,CL2,CL6,CL3,CL0,CL1,CL1,CL0,CL1,CL0,CL5,CL1,CL0,CL1,CL1,CL0,CL0
958,35-44,M,Professional certificate/ diploma,UK,White,-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,CL6,CL0,CL5,CL0,CL6,CL6,CL6,CL3,CL0,CL6,CL0,CL6,CL3,CL1,CL0,CL1,CL5,CL0,CL0
959,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,CL5,CL0,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
960,18-24,F,University degree,Other,White,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2,CL0,CL0
961,45-54,F,"Some college or university, no certificate or degree",USA,White,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,CL5,CL6,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL2,CL1,CL0,CL0,CL1,CL2,CL3,CL1,CL0,CL0
962,18-24,M,Professional certificate/ diploma,Australia,White,0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,CL5,CL3,CL5,CL0,CL5,CL4,CL6,CL3,CL0,CL5,CL0,CL4,CL3,CL3,CL0,CL0,CL5,CL0,CL0
963,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,CL5,CL3,CL0,CL5,CL6,CL2,CL5,CL3,CL3,CL0,CL5,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
964,35-44,M,"Some college or university, no certificate or degree",UK,White,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,CL5,CL3,CL2,CL5,CL6,CL6,CL5,CL3,CL5,CL4,CL6,CL0,CL0,CL2,CL5,CL3,CL6,CL0,CL1
965,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,CL5,CL3,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL3,CL5,CL0,CL4,CL3,CL0,CL0
966,25-34,F,Masters degree,USA,White,-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,CL5,CL1,CL0,CL3,CL6,CL6,CL6,CL2,CL2,CL3,CL0,CL0,CL2,CL0,CL5,CL2,CL5,CL0,CL0
967,18-24,M,Masters degree,UK,White,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,CL5,CL2,CL3,CL4,CL6,CL6,CL4,CL4,CL0,CL5,CL0,CL3,CL3,CL2,CL0,CL2,CL6,CL0,CL3
968,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,CL4,CL3,CL1,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL3,CL4,CL0,CL1
969,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL5,CL5,CL0,CL3
970,18-24,M,"Some college or university, no certificate or degree",USA,Black,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL3,CL5,CL3,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL0
971,55-64,M,Doctorate degree,Other,Other,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL3,CL3,CL4,CL0,CL1
972,35-44,F,University degree,Canada,White,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,CL5,CL1,CL0,CL0,CL4,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL5,CL5,CL0,CL4,CL5,CL0,CL0
973,25-34,M,"Some college or university, no certificate or degree",Canada,White,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,CL6,CL4,CL0,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL6,CL0,CL0
974,18-24,M,"Some college or university, no certificate or degree",USA,White,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,CL6,CL0,CL0,CL2,CL6,CL4,CL4,CL4,CL0,CL4,CL0,CL3,CL0,CL3,CL3,CL3,CL6,CL0,CL0
975,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
976,18-24,M,"Some college or university, no certificate or degree",USA,White,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,CL5,CL0,CL0,CL0,CL2,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL5,CL0,CL0
977,65+,M,Masters degree,USA,White,-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL0
978,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,CL0,CL2,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL4,CL5,CL0,CL0,CL0
979,35-44,F,Masters degree,UK,White,-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.2247,CL5,CL4,CL2,CL2,CL6,CL3,CL6,CL5,CL0,CL5,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
980,45-54,F,"Some college or university, no certificate or degree",USA,White,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,CL6,CL1,CL1,CL4,CL6,CL6,CL6,CL3,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
981,25-34,F,Doctorate degree,USA,Asian,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,CL4,CL1,CL2,CL2,CL5,CL6,CL6,CL2,CL1,CL3,CL0,CL1,CL2,CL1,CL1,CL2,CL3,CL0,CL1
982,18-24,M,"Some college or university, no certificate or degree",Other,White,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,CL4,CL0,CL0,CL4,CL4,CL6,CL5,CL5,CL3,CL3,CL0,CL0,CL0,CL3,CL5,CL3,CL6,CL0,CL3
983,18-24,M,"Some college or university, no certificate or degree",UK,White,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,CL6,CL6,CL3,CL4,CL6,CL5,CL6,CL6,CL0,CL4,CL0,CL0,CL6,CL0,CL6,CL0,CL6,CL0,CL2
984,25-34,F,University degree,USA,White,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,CL5,CL1,CL0,CL6,CL6,CL5,CL6,CL3,CL3,CL0,CL3,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL4
985,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,CL6,CL3,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL4,CL5,CL3,CL6,CL0,CL2
986,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,CL5,CL3,CL3,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL4,CL6,CL0,CL0
987,18-24,M,Professional certificate/ diploma,USA,White,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,CL5,CL6,CL0,CL6,CL6,CL6,CL3,CL3,CL0,CL3,CL6,CL0,CL2,CL4,CL6,CL3,CL0,CL0,CL0
988,25-34,M,"Some college or university, no certificate or degree",USA,White,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,CL4,CL0,CL0,CL4,CL6,CL6,CL4,CL2,CL2,CL3,CL0,CL0,CL3,CL2,CL4,CL3,CL5,CL0,CL0
989,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,CL4,CL3,CL0,CL6,CL5,CL6,CL6,CL5,CL0,CL6,CL0,CL0,CL3,CL0,CL4,CL0,CL6,CL0,CL0
990,25-34,M,University degree,USA,White,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,CL5,CL6,CL0,CL4,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL1,CL3,CL1,CL5,CL1,CL6,CL0,CL2
991,18-24,M,"Some college or university, no certificate or degree",USA,White,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,CL6,CL4,CL2,CL6,CL6,CL6,CL5,CL4,CL3,CL2,CL6,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
992,18-24,M,"Some college or university, no certificate or degree",Australia,White,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,CL5,CL4,CL5,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL0,CL5,CL0,CL4,CL5,CL6,CL0,CL0
993,55-64,M,Professional certificate/ diploma,Other,White,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,CL3,CL1,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
994,25-34,M,University degree,UK,White,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,CL5,CL2,CL2,CL2,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL2,CL3,CL3,CL0,CL3,CL4,CL0,CL0
995,18-24,M,"Some college or university, no certificate or degree",USA,White,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL4,CL2,CL2,CL3,CL6,CL0,CL3
996,18-24,M,Masters degree,Other,White,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,CL5,CL0,CL0,CL4,CL4,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
997,18-24,M,Masters degree,UK,White,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5
998,25-34,M,Masters degree,UK,White,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
999,25-34,F,Doctorate degree,USA,White,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0
1000,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0
1001,18-24,M,Left school at 16 years,New Zealand,White,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0
1002,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0
1003,45-54,F,"Some college or university, no certificate or degree",Other,White,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
1004,18-24,M,"Some college or university, no certificate or degree",Other,White,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0
1005,18-24,M,Left school at 18 years,Canada,White,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3
1006,18-24,M,Left school at 18 years,USA,Mixed-White/Black,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4
1007,18-24,F,Left school at 18 years,USA,White,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3
1008,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0
1009,45-54,M,Masters degree,Other,White,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3
1010,18-24,F,Left school at 18 years,UK,White,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0
1011,45-54,M,University degree,USA,White,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1012,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1013,25-34,M,"Some college or university, no certificate or degree",USA,White,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4
1014,18-24,M,"Some college or university, no certificate or degree",USA,White,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1015,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0
1016,45-54,M,University degree,USA,White,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0
1017,18-24,M,Professional certificate/ diploma,Other,White,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0
1018,25-34,M,"Some college or university, no certificate or degree",USA,White,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0
1019,18-24,F,Left school at 18 years,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1020,25-34,M,Left school at 18 years,Other,White,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1
1021,35-44,F,"Some college or university, no certificate or degree",USA,White,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1022,18-24,M,University degree,USA,White,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2
1023,18-24,F,"Some college or university, no certificate or degree",UK,White,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1024,18-24,M,Left school at 18 years,Australia,White,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0
1025,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0
1026,18-24,F,Left school at 18 years,USA,Other,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3
1027,18-24,F,University degree,USA,White,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1028,45-54,M,Doctorate degree,USA,White,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2
1029,35-44,F,University degree,USA,Asian,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1
1030,18-24,F,Masters degree,USA,White,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5
1031,18-24,F,University degree,UK,White,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2
1032,18-24,M,"Some college or university, no certificate or degree",Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
1033,25-34,M,"Some college or university, no certificate or degree",UK,White,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
1034,18-24,M,"Some college or university, no certificate or degree",USA,White,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0
1035,18-24,F,"Some college or university, no certificate or degree",UK,White,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1
1036,18-24,M,Professional certificate/ diploma,UK,White,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1037,18-24,F,"Some college or university, no certificate or degree",USA,White,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2
1038,25-34,M,"Some college or university, no certificate or degree",USA,White,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1
1039,35-44,F,Masters degree,USA,White,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1040,18-24,F,"Some college or university, no certificate or degree",USA,White,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3
1041,18-24,M,"Some college or university, no certificate or degree",USA,White,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3
1042,35-44,F,Masters degree,UK,White,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1043,35-44,M,University degree,UK,White,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1044,25-34,M,"Some college or university, no certificate or degree",Other,White,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,CL5,CL3,CL2,CL2,CL6,CL5,CL5,CL3,CL4,CL2,CL0,CL5,CL3,CL5,CL0,CL3,CL6,CL0,CL0
1045,25-34,F,Masters degree,UK,White,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1046,18-24,M,"Some college or university, no certificate or degree",UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
1047,25-34,F,Masters degree,USA,White,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
1048,18-24,M,"Some college or university, no certificate or degree",USA,White,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
1049,18-24,M,Masters degree,UK,White,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1050,18-24,M,Professional certificate/ diploma,UK,White,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
